"","time","surv","lower","upper","rho","rho.up","rho.lo","type","species"
"112",8,0.0528541226215645,0.0403575891180594,0.069220147663511,0.367527445452967,0.333807913440999,0.401246977464934,"Back","C. amblyrhinchos"
"113",9,0.0443974630021142,0.0330341897291176,0.0596695344183564,0.346063661196501,0.313214855565221,0.378912466827781,"Back","C. amblyrhinchos"
"114",10,0.0380549682875264,0.0276229458997712,0.0524267258321871,0.326872363059577,0.294833878271336,0.358910847847817,"Back","C. amblyrhinchos"
"115",11,0.0348837209302326,0.0249491081397793,0.0487742479258463,0.3050668188714,0.274595710167878,0.335537927574922,"Back","C. amblyrhinchos"
"116",12,0.03276955602537,0.0231801382376175,0.04632603097928,0.284854613713894,0.256004270975353,0.313704956452436,"Back","C. amblyrhinchos"
"117",14,0.0285412262156448,0.019679472840569,0.0413934662016617,0.254028978789111,0.227473730844418,0.280584226733804,"Back","C. amblyrhinchos"
"118",15,0.0264270613107822,0.0179503574246306,0.0389067221895843,0.242224449612245,0.21643921575713,0.26800968346736,"Back","C. amblyrhinchos"
"119",16,0.0232558139534884,0.0153878298008087,0.0351467939040267,0.235075007230848,0.209263867294984,0.260886147166711,"Back","C. amblyrhinchos"
"120",17,0.0190274841437632,0.0120411828471219,0.0300672415191916,0.23305122418563,0.206136413029462,0.259966035341798,"Back","C. amblyrhinchos"
"121",18,0.0158562367864693,0.00959776756022649,0.026195700557542,0.230232909330537,0.202342221252127,0.258123597408948,"Back","C. amblyrhinchos"
"122",19,0.0147991543340381,0.00879900056603533,0.0248908915687639,0.221746591549296,0.194381754888633,0.249111428209958,"Back","C. amblyrhinchos"
"123",20,0.0137420718816068,0.0080093839968793,0.0235779105700047,0.214364660579517,0.187372249903088,0.241357071255946,"Back","C. amblyrhinchos"
"124",21,0.0126849894291755,0.00722990924727143,0.0222560133626879,0.207968377107804,0.181197287780614,0.234739466434993,"Back","C. amblyrhinchos"
"125",22,0.0116279069767442,0.00646176445804911,0.020924349926032,0.202470331647887,0.17576553317934,0.229175130116433,"Back","C. amblyrhinchos"
"126",25,0.0105708245243129,0.00570639426011084,0.0195819507083348,0.181986299042313,0.15732588076984,0.206646717314786,"Back","C. amblyrhinchos"
"127",26,0.00951374207188161,0.0049655851790129,0.018227718375034,0.179039153527525,0.154031225224217,0.204047081830833,"Back","C. amblyrhinchos"
"128",32,0.00739957716701903,0.00353732922026483,0.0154788369533131,0.153322888124893,0.130258798308064,0.176386977941722,"Back","C. amblyrhinchos"
"129",68,0.00528541226215645,0.00220504417379734,0.0126689447372138,0.0771000684796732,0.0642441408297021,0.0899559961296443,"Back","C. amblyrhinchos"
"130",69,0.00422832980972516,0.00159026253199983,0.0112426549830908,0.0792166406946665,0.0650440616514404,0.0933892197378926,"Back","C. amblyrhinchos"
"131",70,0.00317124735729387,0.00102463347003956,0.00981503151634808,0.0821947182911967,0.0660548605745691,0.0983345760078242,"Back","C. amblyrhinchos"
"132",199,0.00211416490486258,0.000529523282539443,0.00844097585948861,0.030950228082874,0.023993253034653,0.037907203131095,"Back","C. amblyrhinchos"
"133",689,0.00105708245243129,0.000149058701781743,0.00749653188898907,0.00994519966480679,0.00710205338198552,0.0127883459476281,"Back","C. amblyrhinchos"
"134",982,0,NA,NA,Inf,NA,NA,"Back","C. amblyrhinchos"
